date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:49:44	68601/68601	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Sep%202023%2017:49:35%20GMT	https://risis.in/2018/07/16/hit-and-run-crash-suspect-should-seek-immediate-counsel/	C:/My%20Web%20Sites/risis/risis.in/2018/07/16/hit-and-run-crash-suspect-should-seek-immediate-counsel/index.html	(from https://risis.in/)
18:49:44	911/911	---M--	200	added ('OK')	application/javascript	date:Sat,%2001%20Oct%202022%2007:53:47%20GMT	https://risis.in/wp-content/themes/lawyer-zone/acmethemes/core/js/skip-link-focus-fix.js?ver=20130115	C:/My%20Web%20Sites/risis/risis.in/wp-content/themes/lawyer-zone/acmethemes/core/js/skip-link-focus-fix08e0.js	(from https://risis.in/)
18:49:46	37051/37051	---M--	200	added ('OK')	application/javascript	date:Sat,%2001%20Oct%202022%2007:53:47%20GMT	https://risis.in/wp-content/themes/lawyer-zone/assets/library/bootstrap/js/bootstrap.min.js?ver=3.3.6	C:/My%20Web%20Sites/risis/risis.in/wp-content/themes/lawyer-zone/assets/library/bootstrap/js/bootstrap.mine485.js	(from https://risis.in/)
18:49:47	8155/8155	---M--	200	added ('OK')	application/javascript	date:Sat,%2024%20Sep%202022%2016:09:35%20GMT	https://risis.in/wp-content/plugins/gutentor/assets/library/wow/wow.min.js?ver=1.2.1	C:/My%20Web%20Sites/risis/risis.in/wp-content/plugins/gutentor/assets/library/wow/wow.min1576.js	(from https://risis.in/)
18:49:49	20219/20219	---M--	200	added ('OK')	application/javascript	date:Sat,%2024%20Sep%202022%2016:09:35%20GMT	https://risis.in/wp-content/plugins/gutentor/assets/library/magnific-popup/jquery.magnific-popup.min.js?ver=1.1.0	C:/My%20Web%20Sites/risis/risis.in/wp-content/plugins/gutentor/assets/library/magnific-popup/jquery.magnific-popup.minf488.js	(from https://risis.in/)
18:49:50	5629/5629	---M--	200	added ('OK')	application/javascript	date:Sun,%2014%20Jun%202020%2000:23:28%20GMT	https://risis.in/wp-includes/js/imagesloaded.min.js?ver=4.1.4	C:/My%20Web%20Sites/risis/risis.in/wp-includes/js/imagesloaded.mineda1.js	(from https://risis.in/)
18:49:52	24138/24138	---M--	200	added ('OK')	application/javascript	date:Sun,%2014%20Jun%202020%2000:23:28%20GMT	https://risis.in/wp-includes/js/masonry.min.js?ver=4.2.2	C:/My%20Web%20Sites/risis/risis.in/wp-includes/js/masonry.min3a05.js	(from https://risis.in/)
18:49:53	8868/8868	---M--	200	added ('OK')	application/javascript	date:Sat,%2001%20Oct%202022%2007:53:47%20GMT	https://risis.in/wp-content/themes/lawyer-zone/assets/js/lawyer-zone-custom.js?ver=1.0.5	C:/My%20Web%20Sites/risis/risis.in/wp-content/themes/lawyer-zone/assets/js/lawyer-zone-custom97de.js	(from https://risis.in/)
18:49:55	69518/69518	---M--	200	added ('OK')	application/javascript	date:Sat,%2024%20Sep%202022%2016:09:35%20GMT	https://risis.in/wp-content/plugins/gutentor/assets/js/gutentor.js?ver=3.2.4	C:/My%20Web%20Sites/risis/risis.in/wp-content/plugins/gutentor/assets/js/gutentore1e3.js	(from https://risis.in/)
18:49:56	24602/24602	---M--	200	added ('OK')	application/javascript	date:Sat,%2001%20Oct%202022%2007:55:20%20GMT	https://risis.in/wp-content/plugins/wpforms-lite/assets/lib/jquery.validate.min.js?ver=1.19.5	C:/My%20Web%20Sites/risis/risis.in/wp-content/plugins/wpforms-lite/assets/lib/jquery.validate.min7e9d.js	(from https://risis.in/)
18:49:57	4014/4014	---M--	200	added ('OK')	application/javascript	date:Sat,%2001%20Oct%202022%2007:55:20%20GMT	https://risis.in/wp-content/plugins/wpforms-lite/assets/lib/mailcheck.min.js?ver=1.1.2	C:/My%20Web%20Sites/risis/risis.in/wp-content/plugins/wpforms-lite/assets/lib/mailcheck.mincfa9.js	(from https://risis.in/)
18:49:58	1713/1713	---M--	200	added ('OK')	application/javascript	date:Sat,%2001%20Oct%202022%2007:55:20%20GMT	https://risis.in/wp-content/plugins/wpforms-lite/assets/lib/punycode.min.js?ver=1.0.0	C:/My%20Web%20Sites/risis/risis.in/wp-content/plugins/wpforms-lite/assets/lib/punycode.min8a54.js	(from https://risis.in/)
18:50:00	174/174	---M--	200	added ('OK')	application/javascript	date:Sat,%2001%20Oct%202022%2007:55:20%20GMT	https://risis.in/wp-content/plugins/wpforms-lite/assets/js/utils.min.js?ver=1.7.7	C:/My%20Web%20Sites/risis/risis.in/wp-content/plugins/wpforms-lite/assets/js/utils.min1a7b.js	(from https://risis.in/)
18:50:01	32265/32265	---M--	200	added ('OK')	application/javascript	date:Sat,%2001%20Oct%202022%2007:55:20%20GMT	https://risis.in/wp-content/plugins/wpforms-lite/assets/js/wpforms.min.js?ver=1.7.7	C:/My%20Web%20Sites/risis/risis.in/wp-content/plugins/wpforms-lite/assets/js/wpforms.min1a7b.js	(from https://risis.in/)
18:50:02	6931/6931	---MCZ	200	added ('OK')	application/javascript	etag:W/13576-1684465002709.5046	https://stats.wp.com/e-202337.js	C:/My%20Web%20Sites/risis/stats.wp.com/e-202337.js	(from https://risis.in/)
18:50:03	4598/4598	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2001%20Aug%202017%2010:13:52%20GMT	https://risis.in/wp-includes/js/mediaelement/mejs-controls.svg	C:/My%20Web%20Sites/risis/risis.in/wp-includes/js/mediaelement/mejs-controls.svg	(from https://risis.in/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17)
18:50:07	59977/59977	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Sep%202023%2017:49:58%20GMT	https://risis.in/wp-content/themes/lawyer-zone/assets/library/bootstrap/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/risis/risis.in/wp-content/themes/lawyer-zone/assets/library/bootstrap/fonts/glyphicons-halflings-regular.42.delayed	(from https://risis.in/wp-content/themes/lawyer-zone/assets/library/bootstrap/css/bootstrap.min.css?ver=3.3.6)
18:50:09	59977/59977	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Sep%202023%2017:50:01%20GMT	https://risis.in/wp-content/themes/lawyer-zone/assets/library/bootstrap/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/risis/risis.in/wp-content/themes/lawyer-zone/assets/library/bootstrap/fonts/glyphicons-halflings-regular.43d41d.delayed	(from https://risis.in/wp-content/themes/lawyer-zone/assets/library/bootstrap/css/bootstrap.min.css?ver=3.3.6)
18:50:12	59979/59979	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Sep%202023%2017:50:11%20GMT	https://risis.in/wp-content/themes/lawyer-zone/assets/library/bootstrap/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/risis/risis.in/wp-content/themes/lawyer-zone/assets/library/bootstrap/fonts/glyphicons-halflings-regular.44.delayed	(from https://risis.in/wp-content/themes/lawyer-zone/assets/library/bootstrap/css/bootstrap.min.css?ver=3.3.6)
18:50:14	59978/59978	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Sep%202023%2017:50:13%20GMT	https://risis.in/wp-content/themes/lawyer-zone/assets/library/bootstrap/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/risis/risis.in/wp-content/themes/lawyer-zone/assets/library/bootstrap/fonts/glyphicons-halflings-regular.45.delayed	(from https://risis.in/wp-content/themes/lawyer-zone/assets/library/bootstrap/css/bootstrap.min.css?ver=3.3.6)
18:50:16	59977/59977	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Sep%202023%2017:50:07%20GMT	https://risis.in/wp-content/themes/lawyer-zone/assets/library/bootstrap/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/risis/risis.in/wp-content/themes/lawyer-zone/assets/library/bootstrap/fonts/glyphicons-halflings-regular.46.delayed	(from https://risis.in/wp-content/themes/lawyer-zone/assets/library/bootstrap/css/bootstrap.min.css?ver=3.3.6)
18:50:18	59977/59977	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Sep%202023%2017:50:17%20GMT	https://risis.in/wp-content/themes/lawyer-zone/assets/library/bootstrap/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/risis/risis.in/wp-content/themes/lawyer-zone/assets/library/bootstrap/fonts/glyphicons-halflings-regular.47.delayed	(from https://risis.in/wp-content/themes/lawyer-zone/assets/library/bootstrap/css/bootstrap.min.css?ver=3.3.6)
18:50:21	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2001%20Oct%202022%2007:53:47%20GMT	https://risis.in/wp-content/themes/lawyer-zone/assets/library/Font-Awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/risis/risis.in/wp-content/themes/lawyer-zone/assets/library/Font-Awesome/fonts/fontawesome-webfont3e6e.eot	(from https://risis.in/wp-content/themes/lawyer-zone/assets/library/Font-Awesome/css/font-awesome.min.css?ver=4.5.0)
18:50:22	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2001%20Oct%202022%2007:53:47%20GMT	https://risis.in/wp-content/themes/lawyer-zone/assets/library/Font-Awesome/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/risis/risis.in/wp-content/themes/lawyer-zone/assets/library/Font-Awesome/fonts/fontawesome-webfontd41d.eot	(from https://risis.in/wp-content/themes/lawyer-zone/assets/library/Font-Awesome/css/font-awesome.min.css?ver=4.5.0)
18:50:23	77160/77160	---M--	200	added ('OK')	font/woff2	date:Sat,%2001%20Oct%202022%2007:53:47%20GMT	https://risis.in/wp-content/themes/lawyer-zone/assets/library/Font-Awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/risis/risis.in/wp-content/themes/lawyer-zone/assets/library/Font-Awesome/fonts/fontawesome-webfont3e6e.woff2	(from https://risis.in/wp-content/themes/lawyer-zone/assets/library/Font-Awesome/css/font-awesome.min.css?ver=4.5.0)
18:50:24	98024/98024	---M--	200	added ('OK')	font/woff	date:Sat,%2001%20Oct%202022%2007:53:47%20GMT	https://risis.in/wp-content/themes/lawyer-zone/assets/library/Font-Awesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/risis/risis.in/wp-content/themes/lawyer-zone/assets/library/Font-Awesome/fonts/fontawesome-webfont3e6e.woff	(from https://risis.in/wp-content/themes/lawyer-zone/assets/library/Font-Awesome/css/font-awesome.min.css?ver=4.5.0)
18:50:25	165548/165548	---M--	200	added ('OK')	font/ttf	date:Sat,%2001%20Oct%202022%2007:53:47%20GMT	https://risis.in/wp-content/themes/lawyer-zone/assets/library/Font-Awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/risis/risis.in/wp-content/themes/lawyer-zone/assets/library/Font-Awesome/fonts/fontawesome-webfont3e6e.ttf	(from https://risis.in/wp-content/themes/lawyer-zone/assets/library/Font-Awesome/css/font-awesome.min.css?ver=4.5.0)
18:50:27	1009/1009	---M--	200	added ('OK')	image/png	date:Tue,%2030%20May%202023%2016:56:28%20GMT	https://risis.in/wp-content/plugins/jetpack/modules/shortcodes/img/slideshow-controls.png	C:/My%20Web%20Sites/risis/risis.in/wp-content/plugins/jetpack/modules/shortcodes/img/slideshow-controls.png	(from https://risis.in/wp-content/plugins/jetpack/css/jetpack.css?ver=11.3.3)
18:50:28	447050/447050	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2001%20Oct%202022%2007:53:47%20GMT	https://risis.in/wp-content/themes/lawyer-zone/assets/library/Font-Awesome/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/risis/risis.in/wp-content/themes/lawyer-zone/assets/library/Font-Awesome/fonts/fontawesome-webfont3e6e.svg	(from https://risis.in/wp-content/themes/lawyer-zone/assets/library/Font-Awesome/css/font-awesome.min.css?ver=4.5.0)
18:50:29	1944/1944	---M--	200	added ('OK')	image/png	date:Tue,%2030%20May%202023%2016:56:28%20GMT	https://risis.in/wp-content/plugins/jetpack/modules/shortcodes/img/slideshow-controls-2x.png	C:/My%20Web%20Sites/risis/risis.in/wp-content/plugins/jetpack/modules/shortcodes/img/slideshow-controls-2x.png	(from https://risis.in/wp-content/plugins/jetpack/css/jetpack.css?ver=11.3.3)
18:50:30	5704/5704	---M--	200	added ('OK')	image/png	date:Tue,%2030%20May%202023%2016:56:28%20GMT	https://risis.in/wp-content/plugins/jetpack/modules/shortcodes/images/slide-nav.png	C:/My%20Web%20Sites/risis/risis.in/wp-content/plugins/jetpack/modules/shortcodes/images/slide-nav.png	(from https://risis.in/wp-content/plugins/jetpack/css/jetpack.css?ver=11.3.3)
18:50:31	2039/2039	---M--	200	added ('OK')	image/png	date:Tue,%2030%20May%202023%2016:56:28%20GMT	https://risis.in/wp-content/plugins/jetpack/modules/shortcodes/images/expand.png	C:/My%20Web%20Sites/risis/risis.in/wp-content/plugins/jetpack/modules/shortcodes/images/expand.png	(from https://risis.in/wp-content/plugins/jetpack/css/jetpack.css?ver=11.3.3)
18:50:32	2072/2072	---M--	200	added ('OK')	image/png	date:Tue,%2030%20May%202023%2016:56:28%20GMT	https://risis.in/wp-content/plugins/jetpack/modules/shortcodes/images/collapse.png	C:/My%20Web%20Sites/risis/risis.in/wp-content/plugins/jetpack/modules/shortcodes/images/collapse.png	(from https://risis.in/wp-content/plugins/jetpack/css/jetpack.css?ver=11.3.3)
18:50:34	21370/21370	---M--	200	added ('OK')	image/png	etag:%22508ff2f2-537a%22	https://secure.gravatar.com/images/grav-share-sprite.png	C:/My%20Web%20Sites/risis/secure.gravatar.com/images/grav-share-sprite.png	(from https://risis.in/wp-content/plugins/jetpack/css/jetpack.css?ver=11.3.3)
18:50:35	1387/1387	---M--	200	added ('OK')	text/css	date:Sat,%2024%20Sep%202022%2016:09:50%20GMT	https://risis.in/wp-content/plugins/siteorigin-panels/css/front-flex.min.css?ver=2.17.0	C:/My%20Web%20Sites/risis/risis.in/wp-content/plugins/siteorigin-panels/css/front-flex.min0392.css	(from https://risis.in/about/)
18:50:35	2374/2374	---MC-	200	added ('OK')	application/json	date:Thu,%2014%20Sep%202023%2017:50:35%20GMT	https://risis.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frisis.in%2F	C:/My%20Web%20Sites/risis/risis.in/wp-json/oembed/1.0/embed9ac1	(from https://risis.in/)
18:50:37	10032/10032	---MC-	200	added ('OK')	application/json	date:Thu,%2014%20Sep%202023%2017:50:36%20GMT	https://risis.in/wp-json/wp/v2/pages/51	C:/My%20Web%20Sites/risis/risis.in/wp-json/wp/v2/pages/51.json	(from https://risis.in/about/)
18:50:38	2391/2391	---MC-	200	added ('OK')	application/json	date:Thu,%2014%20Sep%202023%2017:50:38%20GMT	https://risis.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frisis.in%2Fabout%2F	C:/My%20Web%20Sites/risis/risis.in/wp-json/oembed/1.0/embedad89.json	(from https://risis.in/about/)
18:50:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2014%20Sep%202023%2017:50:30%20GMT	https://risis.in/?p=51	C:/My%20Web%20Sites/risis/risis.in/index8cf7.html	(from https://risis.in/about/)
18:50:40	2457/2457	---MC-	200	added ('OK')	text/xml	date:Thu,%2014%20Sep%202023%2017:50:39%20GMT	https://risis.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frisis.in%2Fabout%2F&format=xml	C:/My%20Web%20Sites/risis/risis.in/wp-json/oembed/1.0/embedb7ef	(from https://risis.in/about/)
18:50:41	25236/25236	---M--	200	added ('OK')	image/jpeg	etag:%22c7aefac647cbc008%22	https://i0.wp.com/demo.acmethemes.com/lawyer-zone/wp-content/uploads/2018/07/lawyer_theme_innerpage.jpg?resize=640%2C200	C:/My%20Web%20Sites/risis/i0.wp.com/demo.acmethemes.com/lawyer-zone/wp-content/uploads/2018/07/lawyer_theme_innerpage3db6.jpg	(from https://risis.in/about/)
18:50:43	2414/2414	---MC-	200	added ('OK')	application/json	date:Thu,%2014%20Sep%202023%2017:50:42%20GMT	https://risis.in/wp-json/wp/v2/pages/49	C:/My%20Web%20Sites/risis/risis.in/wp-json/wp/v2/pages/49.json	(from https://risis.in/practice-areas/)
18:50:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2014%20Sep%202023%2017:50:36%20GMT	https://risis.in/?p=49	C:/My%20Web%20Sites/risis/risis.in/index0012.html	(from https://risis.in/practice-areas/)
18:50:44	2436/2436	---MC-	200	added ('OK')	application/json	date:Thu,%2014%20Sep%202023%2017:50:44%20GMT	https://risis.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frisis.in%2Fpractice-areas%2F	C:/My%20Web%20Sites/risis/risis.in/wp-json/oembed/1.0/embedd04c.json	(from https://risis.in/practice-areas/)
18:50:46	2502/2502	---MC-	200	added ('OK')	text/xml	date:Thu,%2014%20Sep%202023%2017:50:45%20GMT	https://risis.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frisis.in%2Fpractice-areas%2F&format=xml	C:/My%20Web%20Sites/risis/risis.in/wp-json/oembed/1.0/embede802	(from https://risis.in/practice-areas/)
18:50:48	11466/11466	---MC-	200	added ('OK')	application/json	date:Thu,%2014%20Sep%202023%2017:50:47%20GMT	https://risis.in/wp-json/wp/v2/pages/47	C:/My%20Web%20Sites/risis/risis.in/wp-json/wp/v2/pages/47.json	(from https://risis.in/attorneys/)
18:50:50	2411/2411	---MC-	200	added ('OK')	application/json	date:Thu,%2014%20Sep%202023%2017:50:49%20GMT	https://risis.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frisis.in%2Fattorneys%2F	C:/My%20Web%20Sites/risis/risis.in/wp-json/oembed/1.0/embede9f7.json	(from https://risis.in/attorneys/)
18:50:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2014%20Sep%202023%2017:50:41%20GMT	https://risis.in/?p=47	C:/My%20Web%20Sites/risis/risis.in/indexcb30.html	(from https://risis.in/attorneys/)
18:50:51	2477/2477	---MC-	200	added ('OK')	text/xml	date:Thu,%2014%20Sep%202023%2017:50:51%20GMT	https://risis.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frisis.in%2Fattorneys%2F&format=xml	C:/My%20Web%20Sites/risis/risis.in/wp-json/oembed/1.0/embedba6c	(from https://risis.in/attorneys/)
18:50:53	2481/2481	---MC-	200	added ('OK')	application/json	date:Thu,%2014%20Sep%202023%2017:50:52%20GMT	https://risis.in/wp-json/wp/v2/pages/45	C:/My%20Web%20Sites/risis/risis.in/wp-json/wp/v2/pages/45.json	(from https://risis.in/gallery/)
18:50:55	2401/2401	---MC-	200	added ('OK')	application/json	date:Thu,%2014%20Sep%202023%2017:50:54%20GMT	https://risis.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frisis.in%2Fgallery%2F	C:/My%20Web%20Sites/risis/risis.in/wp-json/oembed/1.0/embedb682.json	(from https://risis.in/gallery/)
18:50:57	2467/2467	---MC-	200	added ('OK')	text/xml	date:Thu,%2014%20Sep%202023%2017:50:56%20GMT	https://risis.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frisis.in%2Fgallery%2F&format=xml	C:/My%20Web%20Sites/risis/risis.in/wp-json/oembed/1.0/embed6e15	(from https://risis.in/gallery/)
18:50:59	254468/254468	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2007:53:47%20GMT	https://risis.in/wp-content/themes/lawyer-zone/assets/img/lawyer-zone-inner-banner-1920-600.jpg	C:/My%20Web%20Sites/risis/risis.in/wp-content/themes/lawyer-zone/assets/img/lawyer-zone-inner-banner-1920-600.jpg	(from https://risis.in/blog/)
18:51:00	262978/262978	---M--	200	added ('OK')	image/jpeg	etag:%2205de49b35330bc9f%22	https://i0.wp.com/risis.in/wp-content/uploads/2018/07/pexels-photo-1000740.jpeg?fit=1920%2C1280&ssl=1	C:/My%20Web%20Sites/risis/i0.wp.com/risis.in/wp-content/uploads/2018/07/pexels-photo-1000740fbf8.jpg	(from https://risis.in/blog/)
18:51:00	308492/308492	---M--	200	added ('OK')	image/jpeg	etag:%2298bd8816b0824994%22	https://i0.wp.com/risis.in/wp-content/uploads/2018/07/pexels-photo-864987.jpeg?fit=1920%2C1280&ssl=1	C:/My%20Web%20Sites/risis/i0.wp.com/risis.in/wp-content/uploads/2018/07/pexels-photo-864987fbf8.jpg	(from https://risis.in/blog/)
18:51:01	83/83	---M--	409	error ('Conflict')	text/html	date:Thu,%2014%20Sep%202023%2017:51:01%20GMT	https://risis.in/wp-login.php	C:/My%20Web%20Sites/risis/risis.in/wp-login.65.delayed	(from https://risis.in/blog/)
18:51:03	83/83	---M--	409	error ('Conflict')	text/html	date:Thu,%2014%20Sep%202023%2017:51:02%20GMT	https://risis.in/contact/	C:/My%20Web%20Sites/risis/risis.in/contact/index.html	(from https://risis.in/)
18:51:04	69383/69383	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Sep%202023%2017:50:57%20GMT	https://risis.in/author/admin/	C:/My%20Web%20Sites/risis/risis.in/author/admin/index.html	(from https://risis.in/blog/)
18:51:04	69372/69372	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Sep%202023%2017:50:53%20GMT	https://risis.in/2018/07/	C:/My%20Web%20Sites/risis/risis.in/2018/07/index.html	(from https://risis.in/blog/)
18:51:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2014%20Sep%202023%2017:50:55%20GMT	https://risis.in/?p=45	C:/My%20Web%20Sites/risis/risis.in/index5e74.html	(from https://risis.in/gallery/)
18:51:05	2429/2429	---MC-	200	added ('OK')	application/json	date:Thu,%2014%20Sep%202023%2017:51:04%20GMT	https://risis.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frisis.in%2Ffair-fees%2F	C:/My%20Web%20Sites/risis/risis.in/wp-json/oembed/1.0/embed9516.json	(from https://risis.in/fair-fees/)
18:51:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2014%20Sep%202023%2017:50:59%20GMT	https://risis.in/?p=113	C:/My%20Web%20Sites/risis/risis.in/index3961.html	(from https://risis.in/fair-fees/)
18:51:07	2495/2495	---MC-	200	added ('OK')	text/xml	date:Thu,%2014%20Sep%202023%2017:51:06%20GMT	https://risis.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frisis.in%2Ffair-fees%2F&format=xml	C:/My%20Web%20Sites/risis/risis.in/wp-json/oembed/1.0/embedfc14	(from https://risis.in/fair-fees/)
18:51:09	64282/64282	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Sep%202023%2017:51:06%20GMT	https://risis.in/free-consultation/	C:/My%20Web%20Sites/risis/risis.in/free-consultation/index.html	(from https://risis.in/)
18:51:09	1753/1753	---MC-	200	added ('OK')	application/json	date:Thu,%2014%20Sep%202023%2017:51:08%20GMT	https://risis.in/wp-json/wp/v2/pages/111	C:/My%20Web%20Sites/risis/risis.in/wp-json/wp/v2/pages/111.json	(from https://risis.in/quality-representation/)
18:51:11	2491/2491	---MC-	200	added ('OK')	application/json	date:Thu,%2014%20Sep%202023%2017:51:10%20GMT	https://risis.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frisis.in%2Fquality-representation%2F	C:/My%20Web%20Sites/risis/risis.in/wp-json/oembed/1.0/embed2193.json	(from https://risis.in/quality-representation/)
18:51:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2014%20Sep%202023%2017:51:06%20GMT	https://risis.in/?p=111	C:/My%20Web%20Sites/risis/risis.in/indexbbbb.html	(from https://risis.in/quality-representation/)
18:51:12	2557/2557	---MC-	200	added ('OK')	text/xml	date:Thu,%2014%20Sep%202023%2017:51:11%20GMT	https://risis.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frisis.in%2Fquality-representation%2F&format=xml	C:/My%20Web%20Sites/risis/risis.in/wp-json/oembed/1.0/embede74d	(from https://risis.in/quality-representation/)
18:51:15	1375/1375	---MC-	200	added ('OK')	application/json	date:Thu,%2014%20Sep%202023%2017:51:14%20GMT	https://risis.in/wp-json/wp/v2/pages/105	C:/My%20Web%20Sites/risis/risis.in/wp-json/wp/v2/pages/105.json	(from https://risis.in/acid-attack-victims/)
18:51:16	2461/2461	---MC-	200	added ('OK')	application/json	date:Thu,%2014%20Sep%202023%2017:51:16%20GMT	https://risis.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frisis.in%2Facid-attack-victims%2F	C:/My%20Web%20Sites/risis/risis.in/wp-json/oembed/1.0/embedefc9.json	(from https://risis.in/acid-attack-victims/)
18:51:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2014%20Sep%202023%2017:51:15%20GMT	https://risis.in/?p=105	C:/My%20Web%20Sites/risis/risis.in/indexea0f.html	(from https://risis.in/acid-attack-victims/)
18:51:18	2527/2527	---MC-	200	added ('OK')	text/xml	date:Thu,%2014%20Sep%202023%2017:51:17%20GMT	https://risis.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frisis.in%2Facid-attack-victims%2F&format=xml	C:/My%20Web%20Sites/risis/risis.in/wp-json/oembed/1.0/embedd7c0	(from https://risis.in/acid-attack-victims/)
18:51:20	1369/1369	---MC-	200	added ('OK')	application/json	date:Thu,%2014%20Sep%202023%2017:51:19%20GMT	https://risis.in/wp-json/wp/v2/pages/109	C:/My%20Web%20Sites/risis/risis.in/wp-json/wp/v2/pages/109.json	(from https://risis.in/domestic-violence/)
18:51:22	2451/2451	---MC-	200	added ('OK')	application/json	date:Thu,%2014%20Sep%202023%2017:51:21%20GMT	https://risis.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frisis.in%2Fdomestic-violence%2F	C:/My%20Web%20Sites/risis/risis.in/wp-json/oembed/1.0/embedf0fa.json	(from https://risis.in/domestic-violence/)
18:51:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2014%20Sep%202023%2017:51:14%20GMT	https://risis.in/?p=109	C:/My%20Web%20Sites/risis/risis.in/indexe887.html	(from https://risis.in/domestic-violence/)
18:51:24	2517/2517	---MC-	200	added ('OK')	text/xml	date:Thu,%2014%20Sep%202023%2017:51:23%20GMT	https://risis.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frisis.in%2Fdomestic-violence%2F&format=xml	C:/My%20Web%20Sites/risis/risis.in/wp-json/oembed/1.0/embed9e23	(from https://risis.in/domestic-violence/)
18:51:26	1372/1372	---MC-	200	added ('OK')	application/json	date:Thu,%2014%20Sep%202023%2017:51:25%20GMT	https://risis.in/wp-json/wp/v2/pages/103	C:/My%20Web%20Sites/risis/risis.in/wp-json/wp/v2/pages/103.json	(from https://risis.in/farmer-land-issues/)
18:51:28	2456/2456	---MC-	200	added ('OK')	application/json	date:Thu,%2014%20Sep%202023%2017:51:27%20GMT	https://risis.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frisis.in%2Ffarmer-land-issues%2F	C:/My%20Web%20Sites/risis/risis.in/wp-json/oembed/1.0/embedddf0.json	(from https://risis.in/farmer-land-issues/)
18:51:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2014%20Sep%202023%2017:51:16%20GMT	https://risis.in/?p=103	C:/My%20Web%20Sites/risis/risis.in/indexe6f0.html	(from https://risis.in/farmer-land-issues/)
